age,ratings,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,is_weekend,pickup_time_minutes,order_time_of_day,distance,distance_type
20.0,4.9,fog,low,1,buffet,motorcycle,0.0,no,urban,11,0,15.0,morning,1.5524082366562466,short
33.0,4.1,windy,low,0,snack,motorcycle,1.0,no,metropolitian,24,0,10.0,morning,3.1047859175295125,short
38.0,4.1,fog,medium,2,drinks,scooter,1.0,no,metropolitian,35,0,15.0,evening,19.91059239709516,very_long
28.0,4.7,sunny,jam,2,buffet,motorcycle,1.0,no,metropolitian,20,1,10.0,evening,16.634890709262386,very_long
39.0,4.6,windy,low,2,buffet,motorcycle,1.0,no,urban,22,0,10.0,night,10.757168277315149,long
25.0,4.7,stormy,medium,0,meal,motorcycle,0.0,no,urban,20,1,5.0,evening,16.818368923732613,very_long
20.0,4.6,windy,medium,1,buffet,motorcycle,1.0,no,metropolitian,21,0,5.0,evening,10.586541004121504,long
32.0,4.2,stormy,high,2,snack,scooter,1.0,no,metropolitian,32,1,10.0,afternoon,6.04975791889521,medium
22.0,4.6,fog,medium,2,buffet,electric_scooter,1.0,no,urban,18,1,5.0,afternoon,5.96896575696728,medium
33.0,4.5,sunny,jam,2,buffet,electric_scooter,1.0,no,urban,19,0,5.0,night,4.4684124412647535,short
28.0,5.0,sandstorms,low,1,snack,scooter,0.0,no,urban,15,1,15.0,,7.562950099273998,medium
38.0,4.6,cloudy,low,1,snack,scooter,0.0,no,urban,30,0,15.0,night,10.58781900321548,long
32.0,4.9,sunny,medium,1,meal,motorcycle,0.0,no,urban,16,0,15.0,afternoon,7.761199672759851,medium
29.0,4.4,sandstorms,low,0,meal,motorcycle,0.0,no,metropolitian,28,0,15.0,night,7.573429885020108,medium
27.0,5.0,sandstorms,medium,1,drinks,scooter,1.0,no,urban,24,1,10.0,afternoon,6.146622187550208,medium
37.0,4.6,cloudy,low,1,buffet,motorcycle,1.0,no,urban,18,1,5.0,morning,3.104686366912266,short
30.0,4.7,fog,jam,0,meal,motorcycle,2.0,no,metropolitian,50,0,10.0,evening,19.47156857498284,very_long
39.0,4.6,sunny,jam,1,drinks,motorcycle,1.0,no,metropolitian,15,0,15.0,night,20.85246594803466,very_long
34.0,4.6,fog,jam,0,drinks,motorcycle,2.0,no,metropolitian,46,0,10.0,evening,19.68777669417997,very_long
31.0,5.0,stormy,low,2,snack,motorcycle,1.0,no,metropolitian,25,1,5.0,morning,3.0408931296411703,short
37.0,4.7,stormy,low,0,buffet,motorcycle,0.0,no,metropolitian,22,0,5.0,night,20.85246332426527,very_long
25.0,4.8,windy,jam,1,buffet,scooter,1.0,no,urban,22,1,5.0,evening,10.58781590344868,long
26.0,4.6,cloudy,low,2,drinks,motorcycle,1.0,no,urban,18,1,10.0,night,7.761839422154042,medium
,,fog,jam,1,meal,motorcycle,2.0,no,metropolitian,41,1,,,16.787724706936157,very_long
21.0,2.5,sunny,low,2,meal,motorcycle,1.0,no,metropolitian,42,0,10.0,night,10.86869350467311,long
22.0,4.5,sunny,jam,0,snack,motorcycle,0.0,no,metropolitian,43,0,5.0,night,9.220209378254708,medium
29.0,4.5,fog,jam,0,meal,motorcycle,0.0,no,metropolitian,45,0,5.0,night,13.406088270680277,long
29.0,4.6,fog,jam,2,snack,motorcycle,0.0,no,metropolitian,23,0,5.0,evening,9.315024038998043,medium
36.0,4.7,sunny,low,1,buffet,scooter,0.0,no,metropolitian,11,0,5.0,morning,3.024996343510784,short
38.0,4.6,stormy,low,1,snack,scooter,1.0,no,metropolitian,21,1,5.0,night,12.351181659045787,long
37.0,4.0,cloudy,jam,1,meal,motorcycle,1.0,no,metropolitian,32,0,15.0,evening,9.326827803405624,medium
27.0,4.9,fog,medium,0,meal,motorcycle,0.0,no,metropolitian,20,0,10.0,afternoon,7.761839422154042,medium
31.0,4.8,sunny,high,1,buffet,motorcycle,1.0,no,metropolitian,22,0,10.0,morning,3.0294405603131453,short
28.0,4.7,windy,high,1,snack,motorcycle,0.0,no,metropolitian,14,0,15.0,afternoon,6.147106622705506,medium
26.0,5.0,sandstorms,low,1,buffet,scooter,0.0,no,metropolitian,19,0,15.0,night,19.975808791439345,very_long
36.0,4.5,sandstorms,medium,1,drinks,scooter,1.0,no,metropolitian,28,1,5.0,afternoon,4.527973054243058,short
29.0,4.7,windy,jam,0,meal,motorcycle,1.0,no,metropolitian,36,1,15.0,evening,16.852118690780628,very_long
32.0,4.7,fog,low,2,drinks,motorcycle,1.0,no,,16,0,10.0,morning,1.5525809531926802,short
20.0,4.6,windy,low,1,meal,motorcycle,1.0,no,metropolitian,17,0,10.0,morning,3.0408635912257624,short
24.0,4.7,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,31,0,5.0,afternoon,19.87758403140865,very_long
20.0,5.0,stormy,jam,0,drinks,motorcycle,1.0,no,metropolitian,28,0,5.0,evening,7.6608956642418224,medium
38.0,4.9,sunny,jam,2,meal,scooter,1.0,no,metropolitian,24,0,5.0,evening,4.657619913371798,short
20.0,4.7,sunny,high,1,drinks,scooter,0.0,no,metropolitian,17,0,10.0,morning,3.040649953439472,short
32.0,4.9,sunny,medium,2,drinks,scooter,0.0,no,metropolitian,21,0,15.0,afternoon,20.286495439713164,very_long
20.0,4.6,windy,jam,1,buffet,scooter,0.0,no,metropolitian,27,0,15.0,evening,12.11684826095673,long
38.0,4.8,cloudy,low,2,buffet,scooter,1.0,no,metropolitian,18,0,15.0,night,,
37.0,4.5,sunny,medium,2,meal,electric_scooter,1.0,no,metropolitian,23,0,10.0,evening,,
34.0,4.8,fog,low,2,buffet,scooter,0.0,no,metropolitian,19,1,15.0,night,7.683744768651734,medium
35.0,4.0,windy,jam,0,buffet,motorcycle,2.0,no,semi-urban,50,0,10.0,evening,10.42736760615815,long
20.0,4.6,cloudy,medium,1,drinks,scooter,1.0,no,metropolitian,28,0,15.0,afternoon,10.867476143445908,long
33.0,4.8,windy,medium,0,buffet,motorcycle,1.0,no,metropolitian,42,0,5.0,evening,13.97317756157655,long
25.0,4.2,sunny,jam,0,buffet,motorcycle,1.0,no,metropolitian,45,0,10.0,night,7.562267471532845,medium
23.0,4.0,cloudy,jam,1,snack,motorcycle,2.0,no,metropolitian,42,1,15.0,evening,13.788747286078188,long
25.0,4.7,windy,high,0,buffet,motorcycle,0.0,no,urban,19,0,10.0,morning,1.5204696675466998,short
21.0,4.9,fog,jam,1,meal,scooter,1.0,no,metropolitian,26,0,5.0,evening,7.762092914972186,medium
32.0,4.8,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,40,1,15.0,evening,13.680927409309072,long
33.0,5.0,fog,high,1,snack,scooter,1.0,no,metropolitian,36,0,10.0,afternoon,6.209259882041872,medium
30.0,4.3,sandstorms,jam,1,snack,motorcycle,1.0,no,metropolitian,32,0,15.0,evening,9.157718041987312,medium
33.0,4.7,fog,medium,2,snack,motorcycle,1.0,no,metropolitian,40,0,5.0,afternoon,19.65925403510922,very_long
32.0,4.4,cloudy,low,1,meal,scooter,1.0,no,metropolitian,38,1,15.0,night,19.890514223034963,very_long
20.0,4.6,fog,high,2,snack,electric_scooter,1.0,no,metropolitian,33,1,15.0,morning,3.063638579712219,short
23.0,4.8,fog,medium,2,meal,scooter,0.0,no,urban,10,0,10.0,afternoon,7.790426271963797,medium
20.0,4.5,windy,medium,1,buffet,scooter,1.0,no,metropolitian,29,1,15.0,afternoon,6.0811084845161325,medium
30.0,4.2,stormy,jam,0,buffet,motorcycle,1.0,yes,metropolitian,46,1,10.0,evening,,
21.0,4.6,sunny,jam,2,buffet,motorcycle,0.0,no,metropolitian,12,0,5.0,evening,10.593374354489852,long
30.0,4.4,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,38,0,5.0,evening,12.209917964427529,long
23.0,4.9,windy,medium,1,meal,motorcycle,0.0,no,urban,23,1,10.0,evening,,
32.0,4.0,stormy,medium,0,snack,motorcycle,2.0,no,metropolitian,34,0,10.0,afternoon,16.822155609317257,very_long
23.0,5.0,sunny,low,1,buffet,scooter,0.0,no,urban,17,0,5.0,morning,1.5125654463644047,short
37.0,4.7,stormy,low,2,drinks,scooter,1.0,no,metropolitian,18,0,10.0,night,10.86742683448048,long
32.0,4.5,stormy,low,1,buffet,scooter,,no,metropolitian,25,0,15.0,night,20.20724042537554,very_long
32.0,4.2,fog,low,0,buffet,motorcycle,1.0,no,,39,1,15.0,night,13.973760919164189,long
26.0,4.6,stormy,medium,2,buffet,motorcycle,0.0,no,metropolitian,18,1,15.0,afternoon,16.830461294557434,very_long
30.0,4.9,sandstorms,medium,1,buffet,scooter,0.0,no,metropolitian,34,0,15.0,evening,,
22.0,4.8,sunny,medium,2,meal,scooter,0.0,no,,12,0,5.0,evening,17.078934089494954,very_long
,,,,1,drinks,scooter,0.0,no,urban,27,0,,,6.217689154531592,medium
37.0,4.6,fog,jam,0,buffet,motorcycle,1.0,no,metropolitian,45,0,5.0,evening,10.428102699087152,long
24.0,4.7,sunny,low,1,snack,scooter,1.0,no,metropolitian,24,0,15.0,morning,1.536829311966258,short
30.0,4.4,sandstorms,jam,0,meal,motorcycle,2.0,no,metropolitian,41,1,5.0,night,16.8253834049009,very_long
,,,,3,meal,electric_scooter,0.0,no,metropolitian,30,0,,,7.761350404897231,medium
,,fog,low,0,drinks,motorcycle,0.0,no,metropolitian,22,0,,,11.919595217848318,long
32.0,4.8,windy,low,2,meal,motorcycle,0.0,no,metropolitian,27,0,5.0,night,4.596698554557205,short
38.0,5.0,stormy,medium,1,buffet,scooter,1.0,no,metropolitian,30,0,5.0,afternoon,6.037225392443855,medium
30.0,4.7,fog,low,2,snack,motorcycle,0.0,no,urban,18,1,15.0,morning,2.979750394372844,short
32.0,4.7,sandstorms,jam,0,meal,motorcycle,1.0,no,metropolitian,40,1,5.0,evening,19.76089839940378,very_long
35.0,4.2,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,37,0,5.0,evening,9.314781588433537,medium
23.0,4.4,cloudy,jam,2,snack,scooter,1.0,no,metropolitian,33,0,15.0,night,9.054602228168925,medium
35.0,4.9,stormy,low,1,meal,scooter,0.0,no,metropolitian,29,0,10.0,night,20.85333460818602,very_long
26.0,4.9,sunny,jam,1,meal,scooter,1.0,no,urban,17,0,15.0,night,7.772220444452982,medium
23.0,4.8,windy,jam,0,snack,motorcycle,1.0,no,metropolitian,23,0,5.0,night,9.314907489514155,medium
39.0,4.5,sunny,jam,2,meal,electric_scooter,1.0,no,metropolitian,34,0,5.0,evening,13.610807781529353,long
32.0,4.6,windy,jam,2,snack,electric_scooter,0.0,no,metropolitian,28,0,10.0,evening,7.452607659561829,medium
33.0,4.9,fog,jam,1,buffet,motorcycle,0.0,no,metropolitian,39,1,5.0,night,4.596251207088927,short
32.0,4.9,stormy,medium,2,buffet,scooter,0.0,no,metropolitian,21,0,5.0,evening,13.18491228608386,long
26.0,4.7,sunny,medium,1,buffet,motorcycle,0.0,no,,13,0,5.0,evening,9.121375406203295,medium
39.0,4.0,stormy,medium,1,drinks,scooter,1.0,no,metropolitian,32,1,15.0,afternoon,5.968995503546301,medium
34.0,5.0,sandstorms,medium,1,buffet,scooter,1.0,no,metropolitian,32,1,10.0,afternoon,4.596251207088927,short
26.0,4.6,cloudy,low,0,drinks,motorcycle,0.0,no,metropolitian,16,0,5.0,night,7.651068542725116,medium
35.0,4.9,stormy,medium,2,meal,scooter,1.0,no,metropolitian,20,0,5.0,afternoon,17.073813051007523,very_long
28.0,4.9,sandstorms,medium,2,snack,scooter,0.0,no,urban,28,0,15.0,evening,,
24.0,4.9,cloudy,jam,0,meal,motorcycle,1.0,no,metropolitian,46,0,5.0,night,11.914594077317576,long
37.0,4.6,sunny,low,1,buffet,scooter,1.0,no,metropolitian,28,0,5.0,night,19.672510483834948,very_long
25.0,4.9,cloudy,medium,0,drinks,motorcycle,1.0,no,metropolitian,26,1,5.0,afternoon,9.19149730046093,medium
31.0,4.4,sandstorms,jam,1,drinks,scooter,1.0,no,urban,36,1,5.0,evening,16.63531520325545,very_long
35.0,5.0,fog,medium,1,meal,motorcycle,1.0,no,metropolitian,35,1,10.0,afternoon,10.906036622245484,long
21.0,4.7,sandstorms,jam,1,drinks,motorcycle,0.0,no,metropolitian,21,0,5.0,evening,20.183481365845186,very_long
25.0,4.7,sunny,low,1,meal,motorcycle,0.0,no,metropolitian,15,1,10.0,morning,3.104605953841284,short
26.0,4.6,sunny,medium,0,drinks,motorcycle,1.0,no,metropolitian,16,0,15.0,evening,10.724750462255022,long
32.0,4.8,cloudy,jam,0,meal,motorcycle,1.0,no,metropolitian,25,1,5.0,evening,4.537513326842717,short
,,sandstorms,jam,0,meal,motorcycle,3.0,no,metropolitian,49,0,,,16.641014927987907,very_long
,,cloudy,high,0,drinks,motorcycle,1.0,no,metropolitian,22,1,15.0,morning,6.08119089136717,medium
30.0,4.6,windy,jam,0,snack,motorcycle,3.0,no,metropolitian,43,0,5.0,night,4.6575909554297805,short
34.0,4.8,fog,medium,0,drinks,motorcycle,,no,metropolitian,26,0,15.0,evening,4.544208221887867,short
21.0,4.9,windy,high,0,meal,motorcycle,1.0,no,metropolitian,28,0,10.0,morning,2.9845507897866907,short
38.0,4.7,fog,jam,2,snack,electric_scooter,1.0,no,metropolitian,43,0,5.0,night,,
36.0,4.8,cloudy,high,2,drinks,scooter,0.0,no,urban,26,0,15.0,morning,1.5525801593211894,short
24.0,4.6,stormy,jam,2,snack,electric_scooter,0.0,no,metropolitian,20,1,5.0,evening,13.611585111772158,long
38.0,4.7,windy,high,0,buffet,motorcycle,1.0,no,metropolitian,37,1,10.0,morning,1.5204704557283455,short
36.0,4.7,sunny,low,0,drinks,motorcycle,0.0,no,,27,0,10.0,morning,1.5368588631561615,short
37.0,4.0,stormy,low,0,meal,motorcycle,0.0,no,metropolitian,21,0,10.0,night,8.936297424957562,medium
26.0,4.8,cloudy,low,2,snack,motorcycle,0.0,no,urban,13,1,10.0,,7.762500242365753,medium
39.0,4.9,cloudy,medium,1,buffet,scooter,0.0,no,metropolitian,16,0,5.0,afternoon,6.209735433842075,medium
,,,,2,drinks,electric_scooter,0.0,no,metropolitian,27,0,,,12.293677673573283,long
39.0,4.8,cloudy,low,1,drinks,scooter,0.0,no,metropolitian,30,0,15.0,night,10.868667520702992,long
31.0,4.8,windy,medium,0,buffet,motorcycle,1.0,no,metropolitian,44,0,15.0,evening,10.565155904264532,long
36.0,4.5,stormy,jam,1,meal,scooter,2.0,no,urban,34,0,5.0,night,19.363385329656776,very_long
29.0,4.6,windy,jam,1,snack,motorcycle,1.0,no,metropolitian,20,0,15.0,evening,9.192770952683547,medium
22.0,4.6,fog,low,0,meal,motorcycle,1.0,no,urban,17,0,5.0,night,4.674181485440602,short
21.0,4.8,windy,jam,2,buffet,scooter,0.0,no,metropolitian,26,0,10.0,evening,,
28.0,4.7,fog,medium,2,buffet,motorcycle,1.0,no,urban,12,0,10.0,evening,4.395281348843586,short
24.0,4.5,sandstorms,medium,0,buffet,motorcycle,0.0,no,metropolitian,20,0,15.0,afternoon,13.429183489869182,long
33.0,4.7,stormy,low,2,meal,scooter,1.0,no,metropolitian,25,0,5.0,night,4.610613705052655,short
20.0,4.7,sunny,medium,1,meal,scooter,0.0,no,metropolitian,12,0,5.0,afternoon,6.040077478866117,medium
29.0,4.7,sunny,medium,1,snack,motorcycle,0.0,no,metropolitian,14,0,10.0,afternoon,,
33.0,4.6,windy,medium,2,buffet,electric_scooter,1.0,no,metropolitian,30,1,10.0,afternoon,16.64685134838758,very_long
32.0,4.7,sandstorms,medium,2,snack,scooter,1.0,no,metropolitian,24,1,15.0,evening,,
30.0,4.5,stormy,medium,1,snack,scooter,1.0,no,metropolitian,27,0,15.0,evening,7.601876617115989,medium
38.0,4.8,sunny,jam,1,meal,motorcycle,1.0,no,metropolitian,25,1,10.0,evening,12.421242442902573,long
36.0,4.6,fog,high,1,snack,scooter,1.0,no,metropolitian,26,0,5.0,morning,6.081204324626466,medium
38.0,4.0,stormy,medium,1,drinks,scooter,0.0,no,metropolitian,33,0,10.0,evening,4.591636071834256,short
21.0,4.8,sunny,medium,2,meal,motorcycle,1.0,no,urban,11,0,5.0,evening,20.183481365845186,very_long
26.0,4.6,stormy,high,2,snack,motorcycle,1.0,no,metropolitian,24,0,5.0,afternoon,6.147092755626801,medium
23.0,4.5,cloudy,high,0,drinks,motorcycle,1.0,no,metropolitian,25,0,15.0,morning,1.5526929456613006,short
22.0,4.6,sunny,jam,0,meal,motorcycle,1.0,no,urban,24,0,15.0,evening,,
32.0,4.8,sunny,medium,1,drinks,motorcycle,1.0,no,metropolitian,19,1,5.0,afternoon,10.711185800959656,long
20.0,4.5,windy,jam,2,buffet,electric_scooter,1.0,no,urban,21,0,5.0,evening,19.362825446415226,very_long
24.0,4.4,fog,medium,1,snack,motorcycle,1.0,no,metropolitian,37,0,5.0,afternoon,10.756961091860273,long
30.0,4.0,sandstorms,medium,0,meal,motorcycle,0.0,no,metropolitian,45,0,15.0,evening,12.421242442902573,long
30.0,4.6,sunny,medium,1,drinks,motorcycle,1.0,no,metropolitian,20,1,10.0,afternoon,6.23280716086554,medium
30.0,4.2,cloudy,medium,1,snack,motorcycle,2.0,yes,metropolitian,42,0,15.0,evening,10.44532520357712,long
26.0,4.8,cloudy,medium,2,meal,electric_scooter,1.0,no,metropolitian,15,1,15.0,afternoon,5.958771662511523,medium
28.0,4.6,stormy,low,2,meal,scooter,1.0,no,,15,1,15.0,morning,3.073644027723396,short
21.0,4.8,windy,medium,2,snack,scooter,0.0,no,metropolitian,29,0,10.0,afternoon,,
26.0,4.9,sandstorms,low,2,meal,motorcycle,0.0,no,metropolitian,10,0,10.0,morning,1.5125746930783428,short
26.0,4.6,fog,medium,2,drinks,motorcycle,1.0,no,metropolitian,37,0,5.0,afternoon,20.070963243244915,very_long
38.0,4.6,stormy,low,1,drinks,scooter,0.0,no,metropolitian,29,0,10.0,morning,1.5322531674035038,short
38.0,4.6,fog,medium,2,drinks,electric_scooter,1.0,no,urban,15,0,5.0,afternoon,,
25.0,4.9,fog,medium,2,buffet,scooter,1.0,no,metropolitian,25,0,5.0,afternoon,13.788957415778516,long
23.0,5.0,stormy,medium,0,drinks,motorcycle,0.0,no,metropolitian,24,0,10.0,evening,4.610285665960067,short
38.0,4.7,cloudy,jam,1,buffet,motorcycle,0.0,no,metropolitian,25,0,15.0,evening,9.19040310530244,medium
31.0,3.6,sandstorms,jam,2,snack,electric_scooter,2.0,no,metropolitian,42,1,15.0,evening,,
20.0,4.6,sunny,jam,2,drinks,motorcycle,0.0,no,metropolitian,10,0,15.0,night,7.683892680377775,medium
23.0,4.7,sunny,low,1,buffet,scooter,1.0,no,metropolitian,15,0,5.0,morning,1.509439424217718,short
26.0,4.8,fog,low,2,drinks,motorcycle,0.0,no,urban,15,0,5.0,night,,
32.0,4.8,cloudy,jam,2,meal,scooter,2.0,no,metropolitian,42,1,5.0,night,12.293677673573283,long
39.0,4.6,sandstorms,jam,1,snack,motorcycle,0.0,no,metropolitian,31,1,15.0,evening,9.219905581616992,medium
21.0,4.9,fog,low,0,drinks,motorcycle,1.0,no,metropolitian,22,0,15.0,night,11.917680464391143,long
28.0,5.0,sunny,low,2,drinks,motorcycle,1.0,no,metropolitian,22,0,10.0,night,,
22.0,4.7,fog,medium,2,snack,motorcycle,1.0,no,metropolitian,27,1,15.0,afternoon,20.183481365845186,very_long
37.0,4.3,cloudy,jam,1,meal,scooter,1.0,no,metropolitian,32,0,5.0,night,4.6104717430464985,short
26.0,4.8,windy,high,1,meal,scooter,0.0,no,metropolitian,17,0,15.0,morning,6.036244196933988,medium
29.0,4.5,stormy,high,2,snack,scooter,1.0,no,urban,17,0,5.0,morning,6.210030477135088,medium
30.0,4.8,sandstorms,medium,1,drinks,motorcycle,1.0,no,metropolitian,25,1,15.0,evening,19.76188003558724,very_long
37.0,4.0,windy,low,0,snack,motorcycle,0.0,no,metropolitian,20,1,15.0,morning,3.1051455399287056,short
23.0,4.6,cloudy,low,2,snack,scooter,,no,urban,23,0,15.0,night,,
,,windy,jam,1,snack,motorcycle,1.0,no,metropolitian,27,1,,,13.768325585874765,long
27.0,4.9,stormy,high,1,drinks,motorcycle,0.0,no,metropolitian,13,1,5.0,afternoon,6.146243658393432,medium
37.0,4.6,windy,jam,2,drinks,motorcycle,0.0,no,metropolitian,31,0,10.0,night,9.15771032959411,medium
23.0,5.0,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,29,0,15.0,evening,16.384334344092046,very_long
26.0,4.8,windy,jam,2,snack,scooter,0.0,no,metropolitian,17,1,5.0,evening,10.570252908042312,long
34.0,4.7,stormy,medium,2,buffet,electric_scooter,0.0,no,metropolitian,27,0,10.0,evening,4.663493139918665,short
34.0,4.8,fog,jam,1,buffet,motorcycle,1.0,no,metropolitian,42,1,10.0,night,20.86362506156607,very_long
26.0,4.2,sandstorms,jam,0,meal,motorcycle,1.0,yes,metropolitian,39,0,5.0,night,20.182728669258125,very_long
21.0,4.7,fog,low,1,snack,motorcycle,1.0,no,urban,24,0,15.0,night,20.25401003649676,very_long
30.0,4.2,sandstorms,low,0,buffet,motorcycle,1.0,no,metropolitian,32,1,10.0,morning,3.040641621538495,short
26.0,4.6,stormy,low,1,drinks,motorcycle,1.0,no,metropolitian,18,0,15.0,night,13.788947117364543,long
28.0,4.9,stormy,medium,1,drinks,scooter,1.0,no,metropolitian,27,1,10.0,afternoon,19.362740471251666,very_long
29.0,4.8,fog,low,2,meal,scooter,1.0,no,urban,12,0,15.0,morning,3.025144329113595,short
24.0,4.7,windy,low,1,meal,scooter,1.0,,urban,14,0,5.0,morning,1.4906380442411205,short
33.0,4.5,sandstorms,low,0,drinks,motorcycle,1.0,no,urban,25,0,5.0,night,4.537601588065108,short
27.0,4.9,stormy,high,2,meal,motorcycle,0.0,no,metropolitian,23,0,5.0,morning,1.5204186010643506,short
22.0,4.0,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,19,0,10.0,morning,3.029561721353004,short
30.0,4.9,windy,low,2,buffet,scooter,1.0,no,metropolitian,25,0,5.0,night,13.76575692430954,long
35.0,4.3,sandstorms,medium,1,drinks,motorcycle,1.0,no,metropolitian,33,0,15.0,afternoon,6.1288740968464825,medium
35.0,4.9,sunny,jam,1,buffet,scooter,1.0,no,metropolitian,20,0,15.0,evening,20.25308886851953,very_long
38.0,4.8,sandstorms,medium,1,snack,motorcycle,1.0,no,urban,27,0,15.0,afternoon,6.232179267966144,medium
,,,,3,snack,motorcycle,1.0,no,metropolitian,29,1,,,7.650862810437188,medium
25.0,4.7,windy,low,2,snack,electric_scooter,0.0,no,urban,10,0,15.0,night,9.326651352175272,medium
27.0,4.8,windy,jam,2,snack,electric_scooter,1.0,no,metropolitian,26,0,15.0,night,,
39.0,4.8,stormy,medium,2,snack,scooter,0.0,no,urban,28,1,5.0,afternoon,12.10716421471157,long
31.0,4.7,fog,low,1,meal,motorcycle,0.0,no,metropolitian,15,0,5.0,morning,2.979410112022739,short
39.0,4.8,fog,low,1,snack,motorcycle,1.0,no,metropolitian,17,0,15.0,morning,,
31.0,4.4,windy,low,0,buffet,motorcycle,1.0,no,metropolitian,21,1,10.0,night,9.05978374452532,medium
30.0,4.7,windy,medium,1,meal,scooter,1.0,no,metropolitian,30,1,10.0,afternoon,10.708220667367794,long
37.0,4.1,sandstorms,high,0,snack,motorcycle,0.0,no,metropolitian,48,0,15.0,morning,2.9812178551917965,short
32.0,3.5,stormy,jam,1,snack,scooter,0.0,no,urban,35,0,10.0,night,,
20.0,2.6,sunny,low,1,drinks,scooter,1.0,no,metropolitian,43,1,15.0,night,20.205788522337425,very_long
29.0,4.8,fog,jam,1,meal,motorcycle,2.0,no,metropolitian,43,1,5.0,night,20.17829858184824,very_long
37.0,4.5,stormy,low,2,snack,electric_scooter,1.0,no,metropolitian,23,0,15.0,morning,,
28.0,5.0,sunny,low,2,meal,scooter,1.0,no,metropolitian,24,0,15.0,morning,1.5524064590051572,short
,,cloudy,low,1,drinks,scooter,1.0,no,metropolitian,15,0,,,1.5545063790428728,short
31.0,4.2,sunny,medium,0,snack,motorcycle,1.0,no,metropolitian,33,0,5.0,afternoon,13.788747286078188,long
30.0,4.4,windy,high,1,drinks,motorcycle,1.0,no,metropolitian,34,0,5.0,afternoon,6.218030984114243,medium
21.0,4.8,stormy,jam,2,drinks,scooter,1.0,no,metropolitian,27,1,10.0,night,4.663566689152146,short
33.0,4.8,cloudy,low,1,snack,motorcycle,0.0,no,metropolitian,16,1,10.0,night,7.762092914972186,medium
25.0,4.6,stormy,jam,2,buffet,scooter,1.0,no,metropolitian,23,0,10.0,night,9.348552276072713,medium
36.0,4.9,sunny,jam,1,buffet,scooter,1.0,no,metropolitian,24,0,10.0,night,16.903814838158784,very_long
